Image_urls,#PAGE_URL,Domain,Title,Review,Complaint,Emotion,Sentiment,first_url,EmotionLabel,TitleText,ReviewText,ImageName
https://m.media-amazon.com/images/I/61gQu0qKlIL._SL1600_.jpg,https://www.amazon.in/Ben-Martin-Quilted-Jacket-BMW-JKT-FS-18012-BLK/product-reviews/B07HN1L6WH/ref=cm_cr_arp_d_viewopt_mdrvw?ie=UTF8&reviewerType=all_reviews&mediaType=media_reviews_only&pageNumber=2,Fashion,New style,\n &nbsp;Good\n,0,happiness,2,https://m.media-amazon.com/images/I/61gQu0qKlIL._SL1600_.jpg,3,new style,\ n good \ n,779.jpg
https://images-na.ssl-images-amazon.com/images/I/61pgEkZlAcL._SY88.jpg; https://images-na.ssl-images-amazon.com/images/I/710281HmufL._SY88.jpg,https://www.amazon.in/Redmi-Note-Pebble-Grey-Storage/product-reviews/B086977TR6/ref=cm_cr_arp_d_viewopt_mdrvw?ie=UTF8&reviewerType=all_reviews&mediaType=media_reviews_only&pageNumber=1,Electronics,Loll !! I am the first to review this 🤩👇,\n Awesome product 💎\nValue for money 💵\nBest in segment📱\n\nFor normal usage this one is the best 🙌\nLong battery life 🤳 when compared to other smartphones.\nCamera is ok for this price📸\nCharging is comparitively slow it takes 2 - 2 and half hrs or more to get full charged.🕕\n Overall its best for the price 👍\n,0,happiness,2,https://images-na.ssl-images-amazon.com/images/I/61pgEkZlAcL._SY88.jpg,3,loll ! ! i am the first to review this :star-struck: :backhand_index_pointing_down:,\ n awesome product :gem_stone: \ nvalue for money :dollar_banknote: \ nbest in segment :mobile_phone: \ n \ nfor normal usage this one is the best :raising_hands: \ nlong battery life :selfie: when compared to other smartphones . \ ncamera is ok for this price :camera_with_flash: \ ncharging is comparitively slow it takes 2 - 2 and half hrs or more to get full charged . :six_o’clock: \ n overall its best for the price :thumbs_up: \ n,2308.jpg
https://images-na.ssl-images-amazon.com/images/I/81+I0gN6H2L._SY88.jpg,https://www.amazon.in/Lifes-Amazing-Secrets-Balance-Purpose/product-reviews/0143442295/ref=cm_cr_arp_d_viewopt_mdrvw?ie=UTF8&reviewerType=all_reviews&mediaType=media_reviews_only&pageNumber=1,Books,Magnificent book should buy,\n The book is very very good i don't have words to express my feelings to this book thanks to penguin publications for them we are able to read the ideas and teaching of gaur gopal das sir . Its quality has no questions to ask super quality over all a must buy book\n,0,happiness,2,https://images-na.ssl-images-amazon.com/images/I/81+I0gN6H2L._SY88.jpg,3,magnificent book should buy,\ n the book is very very good i do n't have words to express my feelings to this book thanks to penguin publications for them we are able to read the ideas and teaching of gaur gopal das sir . its quality has no questions to ask super quality over all a must buy book \ n,488.jpg
https://images-na.ssl-images-amazon.com/images/I/51J7iq5FE9L._SY88.jpg; https://images-na.ssl-images-amazon.com/images/I/51O6pNShB2L._SY88.jpg; https://images-na.ssl-images-amazon.com/images/I/61wQbkGIgIL._SY88.jpg,https://www.amazon.in/Samsung-Galaxy-Ocean-128GB-Storage/product-reviews/B07HGGYWL6/ref=cm_cr_getr_d_paging_btm_next_4?ie=UTF8&reviewerType=all_reviews&mediaType=media_reviews_only&pageNumber=4&formatType=all_formats,Electronics,A big NOO for Samsung M Series!!! Waste of money and time! 😑,"\n Edit: The third pic shows you what I had to go through, to get the phone repaired from Samsung service centre!! No social distancing, and many were not wearing masks properly! Read on...\n\nI wondered how Samsung is able to sell these mobiles (M series) at such an affordable prices competing with Mi, Oppo, and Vivo! Now I know the secret, it is done by lowering the “quality”! The M31 I bought for my sister did not last even a couple of months! It started as a small blue “dot” at the left corner and grown to an “inch wide” blue patch on the screen! Boom, within a week, you can not see anything on the screen except for that bluish patch that spread across. See the images.\n\nWhen we visited the Samsung service centre, traveling for about 80kms, the reception was extremely poor and rude! The person standing at the store entrance said “this is not covered under warranty” without even having a technician checking what is the problem! Basically looks like they are all trained to say that line. When we insisted to check what is the problem, the technician checked and told that there is a leak of the display liquid inside the screen and is due to a damage caused by a small pin (apparently it is a very minor one, that can be seen only with the technician magnifying glasses), that we never understood. Another thing I noticed is, most of the people at the service centre are with their “Samsung M series” mobiles in hand, which confirmed that this series is manufactured with low quality hardware and people have a lot of complaints about them!!\n\nWe had to give the phone for display replacement, that costed us another ~6K on top of the 17K we spent for this! I could have bought Oneplus Nord by spending another 5K on top!! Waste of money and time 😑😑😑\n\nIt’s a clear no to buy Samsung M Series!!!\n",1,disgust,0,https://images-na.ssl-images-amazon.com/images/I/51J7iq5FE9L._SY88.jpg,1,a big noo for samsung m series ! ! ! waste of money and time ! :expressionless_face:,"\ n edit : the third pic shows you what i had to go through , to get the phone repaired from samsung service centre ! ! no social distancing , and many were not wearing masks properly ! read on . . . \ n \ ni wondered how samsung is able to sell these mobiles ( m series ) at such an affordable prices competing with mi , oppo , and vivo ! now i know the secret , it is done by lowering the “ quality ” ! the m31 i bought for my sister did not last even a couple of months ! it started as a small blue “ dot ” at the left corner and grown to an “ inch wide ” blue patch on the screen ! boom , within a week , you can not see anything on the screen except for that bluish patch that spread across . see the images . \ n \ nwhen we visited the samsung service centre , traveling for about 80kms , the reception was extremely poor and rude ! the person standing at the store entrance said “ this is not covered under warranty ” without even having a technician checking what is the problem ! basically looks like they are all trained to say that line . when we insisted to check what is the problem , the technician checked and told that there is a leak of the display liquid inside the screen and is due to a damage caused by a small pin ( apparently it is a very minor one , that can be seen only with the technician magnifying glasses ) , that we never understood . another thing i noticed is , most of the people at the service centre are with their “ samsung m series ” mobiles in hand , which confirmed that this series is manufactured with low quality hardware and people have a lot of complaints about them ! ! \ n \ nwe had to give the phone for display replacement , that costed us another ~ 6k on top of the 17k we spent for this ! i could have bought oneplus nord by spending another 5k on top ! ! waste of money and time :expressionless_face: :expressionless_face: :expressionless_face: \ n \ nit 's a clear no to buy samsung m series ! ! ! \ n",2426.jpg
https://images-na.ssl-images-amazon.com/images/I/61HwmjAZAwL._SY88.jpg; https://images-na.ssl-images-amazon.com/images/I/61KhMStue0L._SY88.jpg,https://www.amazon.in/Samsung-Galaxy-Ocean-128GB-Storage/product-reviews/B07HGGYWL6/ref=cm_cr_arp_d_viewopt_fmt?ie=UTF8&reviewerType=all_reviews&mediaType=media_reviews_only&pageNumber=1&formatType=all_formats,Electronics,My Real Review - M31 is Average,"\n Hi\nI am using M31 Since 6/3/2020.\nThose who are interested to buy this set, please follow my real Review before buying M31.\n\n1) Phone Display is excellent. It is a good Video viewing experience.\n2) In Day light, Rear Camera photos are good but sometimes its colour is yellowish which is very bad effect in image. Even in Night light or low light Selfie is not clear, you have to use Night Mode but Outdoor Selfie is excellent. It has 8x Digital Zoom which is extra benefit. In this price Zoom Quality is not bad.\n3) 4K Video shot in both Real and Front Cameras, the Video Qualities are amazing.\n4) Fingerprint Scanner is good but Face unlock is Average.\n5) Battery Optimization is not good. At present, it takes around 3 hours to complete charge from 6 to 100%, which was previously 2.5 hrs. I do not use any high graphic App.\n6) It has no support of Secure Folder and Knox.\nI think that Samsung is required to update in section of Camera, Battery and to add Secure Folder App to compete other Chinese brand Like Xiaomi, Realme, Poco etc.\n\nThanks.\n",0,happiness,2,https://images-na.ssl-images-amazon.com/images/I/61HwmjAZAwL._SY88.jpg,3,my real review - m31 is average,"\ n hi \ ni am using m31 since 6/3 / 2020 . \ nthose who are interested to buy this set , please follow my real review before buying m31 . \ n \ n1 ) phone display is excellent . it is a good video viewing experience . \ n2 ) in day light , rear camera photos are good but sometimes its colour is yellowish which is very bad effect in image . even in night light or low light selfie is not clear , you have to use night mode but outdoor selfie is excellent . it has 8x digital zoom which is extra benefit . in this price zoom quality is not bad . \ n3 ) 4k video shot in both real and front cameras , the video qualities are amazing . \ n4 ) fingerprint scanner is good but face unlock is average . \ n5 ) battery optimization is not good . at present , it takes around 3 hours to complete charge from 6 to 100 % , which was previously 2 . 5 hrs . i do not use any high graphic app . \ n6 ) it has no support of secure folder and knox . \ ni think that samsung is required to update in section of camera , battery and to add secure folder app to compete other chinese brand like xiaomi , realme , poco etc . \ n \ nthanks . \ n",2400.jpg
https://images-na.ssl-images-amazon.com/images/I/710aIcP6LvL._SY88.jpg; https://images-na.ssl-images-amazon.com/images/I/715QvGQucrL._SY88.jpg; https://images-na.ssl-images-amazon.com/images/I/71Mk6RV5yPL._SY88.jpg,https://www.amazon.in/Secret-Garden-Frances-Hodgson-Burnett/product-reviews/9386538997/ref=cm_cr_arp_d_viewopt_mdrvw?ie=UTF8&reviewerType=all_reviews&mediaType=media_reviews_only&pageNumber=1,Books,Buy the hardcover version!!,\n I brought the paperback version of this book at 110 Rs. But there is another hardcover version at 139 Rs. If you are a prime member it is the best deal for you. The Hardcover version is beautiful with the excellent paper quality.\n,0,happiness,2,https://images-na.ssl-images-amazon.com/images/I/710aIcP6LvL._SY88.jpg,3,buy the hardcover version ! !,\ n i brought the paperback version of this book at 110 rs . but there is another hardcover version at 139 rs . if you are a prime member it is the best deal for you . the hardcover version is beautiful with the excellent paper quality . \ n,303.jpg
https://images-na.ssl-images-amazon.com/images/I/71dej-4QalL._SY88.jpg; https://images-na.ssl-images-amazon.com/images/I/71nFU4M5V7L._SY88.jpg,https://www.amazon.in/Redux-Analogue-Blue-Watch-RWS0216S/product-reviews/B07KVZD6XM/ref=cm_cr_arp_d_viewopt_mdrvw?ie=UTF8&reviewerType=all_reviews&mediaType=media_reviews_only&pageNumber=2,Fashion,Completely waste of money.,\n When I ordered this watch it was looking very nice after I wear it in Diwali and then after sometime when I go to wear it was completely broken. That's why I give it 1 star. And I am trying to call the customer care no but it is not. So don't order this watch????.\n,1,anger,0,https://images-na.ssl-images-amazon.com/images/I/71dej-4QalL._SY88.jpg,0,completely waste of money .,\ n when i ordered this watch it was looking very nice after i wear it in diwali and then after sometime when i go to wear it was completely broken . that 's why i give it 1 star . and i am trying to call the customer care no but it is not . so do n't order this watch ? ? ? . \ n,1952.jpg
https://images-na.ssl-images-amazon.com/images/I/719rneIiYFL._SY88.jpg,https://www.amazon.in/Zandu-Pure-Honey-Purity-Squ-Easy/product-reviews/B08PFN5C9P/ref=cm_cr_arp_d_viewopt_mdrvw?ie=UTF8&reviewerType=all_reviews&mediaType=media_reviews_only&pageNumber=1,Edible,Quality reduced over time,"\n I have 2 batches of honey from the same brand, as in the picture. The earlier 2016 honey is dark and very thick too. I am very doubtful of the 2020 version of the same honey. Quality has reduced over time\n",1,sadness,1,https://images-na.ssl-images-amazon.com/images/I/719rneIiYFL._SY88.jpg,4,quality reduced over time,"\ n i have 2 batches of honey from the same brand , as in the picture . the earlier 2016 honey is dark and very thick too . i am very doubtful of the 2020 version of the same honey . quality has reduced over time \ n",2080.jpg
https://images-na.ssl-images-amazon.com/images/I/71g-zvKZdRL._SY88.jpg,https://www.amazon.in/Crucial-BX500-240GB-2-5-inch-CT240BX500SSD1/product-reviews/B07G3YNLJB/ref=cm_cr_getr_d_paging_btm_next_8?ie=UTF8&reviewerType=all_reviews&mediaType=media_reviews_only&pageNumber=8,Electronics,Best SSD so far !! elicit high real-world speed😍,"\n Better write speed than wd &amp; adata .\nSnappier &amp; fast boot time .\n\n""WRITE SPEED- 510Mbps | READ SPEED- 494 Mbps | Sustained write speed @10 second intervals(userbenchmark.com)-467 Mbps""\n\nHighly responsive system than ever before.\nMy disks configuration -WD 1TB HDD(mbr partition for general storage) + CRUCIAL 240GB SSD (gpt partition for OS installed ).\n",0,happiness,2,https://images-na.ssl-images-amazon.com/images/I/71g-zvKZdRL._SY88.jpg,3,best ssd so far ! ! elicit high real-world speed :smiling_face_with_heart-eyes:,"\ n better write speed than wd & adata . \ nsnappier & fast boot time . \ n \ n "" write speed - 510mbps | read speed - 494 mbps | sustained write speed second intervals ( userbenchmark . com ) - 467 mbps "" \ n \ nhighly responsive system than ever before . \ nmy disks configuration - wd 1tb hdd ( mbr partition for general storage ) + crucial 240gb ssd ( gpt partition for os installed ) . \ n",3857.jpg
https://images-na.ssl-images-amazon.com/images/I/616+0V9jn1L._SY88.jpg; https://images-na.ssl-images-amazon.com/images/I/61GcTR8C7wL._SY88.jpg; https://images-na.ssl-images-amazon.com/images/I/61T1iuDF07L._SY88.jpg; https://images-na.ssl-images-amazon.com/images/I/71CLup4IpgL._SY88.jpg; https://images-na.ssl-images-amazon.com/images/I/71rPfB9pI1L._SY88.jpg; https://images-na.ssl-images-amazon.com/images/I/81J0hnwTf7L._SY88.jpg,https://www.amazon.in/New-Apple-iPhone-11-128GB/product-reviews/B08L8BQ4H9/ref=cm_cr_getr_d_paging_btm_next_3?ie=UTF8&reviewerType=all_reviews&mediaType=media_reviews_only&pageNumber=3,Electronics,Awesome buy,\n Buttery smooth with superb display comparable to Samsung's super amoled(but lacks contrast nd easy on eyes)\nAwesome camera\nLcd has its own benifit(features like true tone combines to give best lcd in market now)\nCons are few but major is\nheating up a bit(but mostly during gaming)\n13.1.2 is little buggy software update might solve all issues...\nOverall device is bang for bucks\n,0,happiness,2,https://images-na.ssl-images-amazon.com/images/I/616+0V9jn1L._SY88.jpg,3,awesome buy,\ n buttery smooth with superb display comparable to samsung 's super amoled ( but lacks contrast nd easy on eyes ) \ nawesome camera \ nlcd has its own benifit ( features like true tone combines to give best lcd in market now ) \ ncons are few but major is \ nheating up a bit ( but mostly during gaming ) \ n13 . 1 . 2 is little buggy software update might solve all issues . . . \ noverall device is bang for bucks \ n,2119.jpg
https://images-na.ssl-images-amazon.com/images/I/91HGW7sr1qL._SY88.jpg; ,https://www.amazon.in/Atomic-Habits-James-Clear/product-reviews/1847941834/ref=cm_cr_arp_d_viewopt_mdrvw?ie=UTF8&reviewerType=all_reviews&mediaType=media_reviews_only&pageNumber=1,Books,"Pirated copy, Highly disappointed",\n The pages used in the book are of so low quality that I can find better version on the roadside hawker selling pirated version. The page count doesn't match too. Binding is also not up to the mark. Highly disappointed with Amazon that they still cannot eliminate and blacklist these sellers.\n,1,sadness,0,https://images-na.ssl-images-amazon.com/images/I/91HGW7sr1qL._SY88.jpg,4,"pirated copy , highly disappointed",\ n the pages used in the book are of so low quality that i can find better version on the roadside hawker selling pirated version . the page count does n't match too . binding is also not up to the mark . highly disappointed with amazon that they still can not eliminate and blacklist these sellers . \ n,3.jpg
https://images-na.ssl-images-amazon.com/images/I/61buPEYKkOL._SY88.jpg,https://www.amazon.in/YHA-Regular-Casual-Solid-Shirts/product-reviews/B093ZPCG8L/ref=cm_cr_getr_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&mediaType=media_reviews_only&pageNumber=2,Fashion,Awesome shirt,\n The quality of the fabric used for this shirt is awesome The colour received is exactly as shown in the picture. It is comfortable to wear.\n,0,happiness,2,https://images-na.ssl-images-amazon.com/images/I/61buPEYKkOL._SY88.jpg,3,awesome shirt,\ n the quality of the fabric used for this shirt is awesome the colour received is exactly as shown in the picture . it is comfortable to wear . \ n,1373.jpg
https://images-na.ssl-images-amazon.com/images/I/71yvjK1TppL._SY88.jpg,https://www.amazon.in/JBL-C100SI-Ear-Headphones-Black/product-reviews/B01DEWVZ2C/ref=cm_cr_arp_d_viewopt_mdrvw?ie=UTF8&reviewerType=all_reviews&mediaType=media_reviews_only&pageNumber=1,Electronics,Recommended for everyone those who loves music..JBL C100SI,\n I think it's a one of the most best in quality earphone introduced in market\nBecause I have already use earphones like boat headbass100\nOne more and like sony.. senhensier\nBut after reading some reviews about this product. I have purchased it from amazon #JBL C100SI is awesome sound effects than other earphone that I have already mention above\nI think it suits almost all mobiles\nBut some mobiles for best sound and beat we must adjust equalizer then it produces awesome sound effects\nFor both sound and bass .Don't think so..\nGo for this beast JBL C100SI\nAnd purchased just for 549 on sale..\n,0,happiness,2,https://images-na.ssl-images-amazon.com/images/I/71yvjK1TppL._SY88.jpg,3,recommended for everyone those who loves music . . jbl c100si,\ n i think it 's a one of the most best in quality earphone introduced in market \ nbecause i have already use earphones like boat headbass 100 \ none more and like sony . . senhensier \ nbut after reading some reviews about this product . i have purchased it from amazon #jbl c100si is awesome sound effects than other earphone that i have already mention above \ ni think it suits almost all mobiles \ nbut some mobiles for best sound and beat we must adjust equalizer then it produces awesome sound effects \ nfor both sound and bass . do n't think so . . \ ngo for this beast jbl c100si \ nand purchased just for 549 on sale . . \ n,2157.jpg
https://images-na.ssl-images-amazon.com/images/I/71aR-HNr9XL._SY88.jpg,https://www.amazon.in/Zebronics-BT4440RUCF-Channel-Multimedia-Speakers/product-reviews/B014UTBZIM/ref=cm_cr_getr_d_paging_btm_next_5?ie=UTF8&reviewerType=all_reviews&mediaType=media_reviews_only&pageNumber=5,Electronics,Soooo good,\n Nyc...... Sound and bass\n,0,happiness,2,https://images-na.ssl-images-amazon.com/images/I/71aR-HNr9XL._SY88.jpg,3,soooo good,\ n nyc . . . sound and bass \ n,3609.jpg
https://images-na.ssl-images-amazon.com/images/I/61Eg0BB4vCL._SY88.jpg; https://images-na.ssl-images-amazon.com/images/I/61TESn8zEsL._SY88.jpg; https://images-na.ssl-images-amazon.com/images/I/71prnkKJ8yL._SY88.jpg,https://www.amazon.in/Aashirvaad-Shudh-Chakki-Atta/product-reviews/B01H5KRD2K/ref=cm_cr_arp_d_viewopt_mdrvw?ie=UTF8&reviewerType=all_reviews&mediaType=media_reviews_only&pageNumber=1,Edible,.Replace the bag or refund amount due to insects found in it,\nThe bag of flour was totally eaten by insects. Absolutely hate it. Very bad experience.\n,1,disgust,0,https://images-na.ssl-images-amazon.com/images/I/61Eg0BB4vCL._SY88.jpg,1,. replace the bag or refund amount due to insects found in it,\ nthe bag of flour was totally eaten by insects . absolutely hate it . very bad experience . \ n,2698.jpg
https://images-na.ssl-images-amazon.com/images/I/61BTU+Jre4L._SY88.jpg,https://www.amazon.in/Fastrack-Reflex-Digital-Black-Watch-SWD90059PP05/product-reviews/B07DQN5B3G/ref=cm_cr_arp_d_viewopt_mdrvw?ie=UTF8&reviewerType=all_reviews&mediaType=media_reviews_only&pageNumber=3,Fashion,its good,"\n its a good product,the battery life is not ten days,one charge will last max 5 days,all in all its tood\n",0,happiness,2,https://images-na.ssl-images-amazon.com/images/I/61BTU+Jre4L._SY88.jpg,3,its good,"\ n its a good product , the battery life is not ten days , one charge will last max 5 days , all in all its tood \ n",1927.jpg
https://images-na.ssl-images-amazon.com/images/I/91e9A3MWh9L._SY88.jpg; https://images-na.ssl-images-amazon.com/images/I/91otjNYVmML._SY88.jpg,https://www.amazon.in/Fortune-Rozana-Basmati-Rice-5kg/product-reviews/B01H5L5Y8O/ref=cm_cr_getr_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&mediaType=media_reviews_only&pageNumber=2,Edible,Absolutely disgusted by the quality! Lots of weevils inside! Buyers beware!,\n The packet has lots of rice weevils (rice eating beetles) inside. Absolutely disgusted by the quality. We buy from Amazon pantry as it is our belief that Amazon deliver good quality products. But I think that belief is slowly fading away. I would like a replacement but the return window is now shut. Do something Amazon!\n,1,disgust,0,https://images-na.ssl-images-amazon.com/images/I/91e9A3MWh9L._SY88.jpg,1,absolutely disgusted by the quality ! lots of weevils inside ! buyers beware !,\ n the packet has lots of rice weevils ( rice eating beetles ) inside . absolutely disgusted by the quality . we buy from amazon pantry as it is our belief that amazon deliver good quality products . but i think that belief is slowly fading away . i would like a replacement but the return window is now shut . do something amazon ! \ n,2369.jpg
